ptid,E01,E03,10x_pfreq,count
525,6.233876719587391e-05,2.181762646041737e-05,,2
525,6.233876719587391e-05,2.3999389106459108e-05,,2
525,6.233876719587391e-05,4.581701556687648e-05,,2
525,6.233876719587391e-05,5.454406615104343e-05,,2
525,6.417226034869373e-05,3.490820233666779e-05,,2
525,6.417226034869373e-05,4.7998778212918216e-05,,2
525,6.417226034869373e-05,5.454406615104343e-05,,2
525,6.783924665433336e-05,4.581701556687648e-05,,2
525,6.96727398071532e-05,6.545287938125211e-05,,2
525,7.150623295997301e-05,4.7998778212918216e-05,,2
525,7.150623295997301e-05,5.672582879708517e-05,,2
525,7.517321926561266e-05,4.363525292083474e-05,,2
525,7.517321926561266e-05,5.018054085895995e-05,,2
525,9.167465764099104e-05,7.63616926114608e-05,,2
525,0.000100842123405,4.7998778212918216e-05,,2
525,0.0001063426028635,9.599755642583645e-05,,2
525,0.0001100095891691,9.599755642583645e-05,,2
525,0.0001155100686276,0.000109088132302,,2
525,0.0001173435617804,8.945226848771123e-05,,2
525,0.0001265110275445,0.000109088132302,,2
525,0.0002291866441024,0.000213812739312,,2
525,0.0002530220550891,0.0001810862996214,,2
525,0.0,3.054467704458432e-05,0.001453488372093,1
525,0.0,4.581701556687648e-05,0.001453488372093,1
525,0.0,2.8362914398542585e-05,0.001453488372093,1
525,0.0,0.0002727203307552,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0007297302748222,0.0008312515681419,0.001453488372093,1
525,1.8334931528198208e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,2.6181151752500847e-05,0.001453488372093,1
525,0.0,6.108935408916864e-05,0.001453488372093,1
525,5.500479458459463e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,3.054467704458432e-05,0.001453488372093,1
525,0.0,5.454406615104343e-05,0.001453488372093,1
525,0.0,7.63616926114608e-05,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,0.0003010832451537,0.002906976744186,1
525,3.6669863056396416e-06,1.0908813230208685e-05,0.002906976744186,1
525,0.0,1.9635863814375638e-05,0.001453488372093,1
525,1.8334931528198208e-06,0.0015839596810263,0.068313953488372,1
525,1.8334931528198208e-06,0.0002269033151883,0.0072674418604651,1
525,0.0,1.527233852229216e-05,0.001453488372093,1
525,1.6501438375378387e-05,0.0081292476191515,0.1191860465116279,1
525,0.0,7.417992996541907e-05,0.001453488372093,1
525,1.8334931528198208e-06,2.181762646041737e-05,0.001453488372093,1
525,0.0,0.0001134516575941,0.001453488372093,1
525,1.8334931528198208e-06,8.727050584166948e-06,0.001453488372093,1
525,1.2834452069738746e-05,6.545287938125212e-06,0.001453488372093,1
525,1.8334931528198208e-06,7.854345525750254e-05,0.001453488372093,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,3.6669863056396416e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,0.0002836291439854,0.001453488372093,1
525,0.0,3.927172762875127e-05,0.001453488372093,1
525,5.500479458459463e-06,1.0908813230208685e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,5.018054085895995e-05,0.002906976744186,1
525,5.500479458459463e-06,1.7454101168333896e-05,0.001453488372093,1
525,0.0,0.0004887148327133,0.005813953488372,1
525,0.0,0.0001221787081783,0.001453488372093,1
525,3.6669863056396416e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,2.0168424681018027e-05,2.3999389106459108e-05,0.001453488372093,1
525,0.0003483636990357,0.0006130753035377,0.001453488372093,1
525,0.0,8.727050584166948e-06,0.001453488372093,1
525,0.0,1.0908813230208685e-05,0.001453488372093,1
525,0.0011551006862764,0.0012741493852883,0.001453488372093,1
525,1.8334931528198208e-06,5.2362303505001694e-05,0.001453488372093,1
525,5.500479458459463e-06,0.000630529404706,0.004360465116279,1
525,0.0006747254802376,0.0008617962451864,0.001453488372093,1
525,1.8334931528198208e-06,0.0004516248677306,0.0072674418604651,1
525,0.0,3.708996498270953e-05,0.001453488372093,1
525,1.8334931528198208e-06,0.0002159945019581,0.005813953488372,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,0.0,5.2362303505001694e-05,0.002906976744186,1
525,0.0,1.7454101168333896e-05,0.002906976744186,1
525,0.0,4.363525292083474e-05,0.001453488372093,1
525,1.8334931528198208e-06,6.545287938125212e-06,0.001453488372093,1
525,0.0001393454796143,1.0908813230208685e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,1.527233852229216e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,5.500479458459463e-06,6.545287938125212e-06,0.001453488372093,1
525,2.566890413947749e-05,1.3090575876250423e-05,0.001453488372093,1
525,1.8334931528198208e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,7.854345525750254e-05,0.001453488372093,1
525,0.0,8.727050584166948e-06,0.001453488372093,1
525,0.0,1.7454101168333896e-05,0.001453488372093,1
525,0.0,0.0002356303657725,0.001453488372093,1
525,0.000243854589325,0.0001352692840545,0.001453488372093,1
525,0.0,6.327111673521038e-05,0.001453488372093,1
525,0.0,6.763464202729385e-05,0.001453488372093,1
525,5.500479458459463e-06,8.508874319562774e-05,0.001453488372093,1
525,0.0,3.054467704458432e-05,0.001453488372093,1
525,0.0047175778822053,0.0052645932648987,0.001453488372093,1
525,0.0,7.199816731937733e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,7.333972611279283e-06,0.0021533997316431,0.0290697674418604,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,5.5004794584594624e-05,6.327111673521038e-05,0.001453488372093,1
525,0.0,8.727050584166948e-06,0.001453488372093,1
525,0.0004620402745105,0.0004930783580054,0.001453488372093,1
525,0.0,2.181762646041737e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,5.2362303505001694e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,3.6669863056396416e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,1.6501438375378387e-05,1.0908813230208685e-05,0.001453488372093,1
525,1.8334931528198208e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,3.6669863056396416e-06,2.181762646041737e-06,0.001453488372093,1
525,3.6669863056396416e-06,0.0008334333307879,0.0218023255813953,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,7.199816731937733e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,6.108935408916864e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.002906976744186,1
525,1.8334931528198208e-06,2.181762646041737e-06,0.001453488372093,1
525,1.8334931528198208e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,0.0007047093346714,0.002906976744186,1
525,0.0,2.181762646041737e-06,0.1002906976744186,1
525,0.0,0.002251579050715,0.1002906976744186,1
525,0.0,2.8362914398542585e-05,0.001453488372093,1
525,0.0,1.3090575876250423e-05,0.001453488372093,1
525,0.0,4.7998778212918216e-05,0.001453488372093,1
525,0.0,3.708996498270953e-05,0.001453488372093,1
525,9.167465764099103e-06,0.0002749020934012,0.0072674418604651,1
525,0.0,0.0001701774863912,0.0072674418604651,1
525,0.0,6.108935408916864e-05,0.001453488372093,1
525,1.8334931528198208e-06,0.000318537346322,0.002906976744186,1
525,3.6669863056396416e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,0.0006872552335031,0.0348837209302325,1
525,0.0,3.927172762875127e-05,0.002906976744186,1
525,3.6669863056396416e-06,0.0006610740817506,0.0130813953488372,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,1.8334931528198208e-06,5.89075914431269e-05,0.001453488372093,1
525,3.6669863056396416e-06,0.0015359609028133,0.0174418604651162,1
525,1.8334931528198208e-06,0.0006370746926441,0.0145348837209302,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,1.0908813230208685e-05,0.001453488372093,1
525,0.0,1.7454101168333896e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,1.8334931528198208e-06,0.0002290850778343,0.0072674418604651,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,0.0,8.945226848771123e-05,0.001453488372093,1
525,0.0,0.0002465391790027,0.005813953488372,1
525,0.0,0.0001112698949481,0.002906976744186,1
525,3.6669863056396416e-06,0.0013701469417142,0.0290697674418604,1
525,0.0,9.599755642583645e-05,0.004360465116279,1
525,1.8334931528198208e-06,4.363525292083474e-06,0.004360465116279,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,3.490820233666779e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,7.417992996541907e-05,0.002906976744186,1
525,0.0,6.545287938125212e-06,0.001453488372093,1
525,0.0,3.490820233666779e-05,0.001453488372093,1
525,1.8334931528198208e-06,3.490820233666779e-05,0.001453488372093,1
525,0.0,1.527233852229216e-05,0.002906976744186,1
525,0.0,3.054467704458432e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,0.0004123531401018,0.005813953488372,1
525,5.500479458459463e-06,0.001832680622675,0.0145348837209302,1
525,0.0,0.0001309057587625,0.001453488372093,1
525,0.0,1.3090575876250423e-05,0.001453488372093,1
525,0.0,3.490820233666779e-05,0.001453488372093,1
525,0.0020388443859356,0.0029890148250771,0.001453488372093,1
525,3.6669863056396416e-06,2.181762646041737e-06,0.001453488372093,1
525,5.683828773741444e-05,0.000575985338555,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0002786909592286,0.0003556273113048,0.001453488372093,1
525,0.0,4.363525292083474e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,3.2726439690626056e-05,0.002906976744186,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.145349027479301e-05,0.002906976744186,1
525,0.0,1.527233852229216e-05,0.001453488372093,1
525,0.0,1.7454101168333896e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,8.727050584166948e-06,0.002906976744186,1
525,3.6669863056396416e-06,2.8362914398542585e-05,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,1.8334931528198208e-06,8.727050584166948e-06,0.001453488372093,1
525,0.0077006712418432,0.0066805572221797,0.001453488372093,1
525,0.0055994880887117,0.0052384121131462,0.002906976744186,1
525,0.0582299090404046,0.0584341489489358,0.005813953488372,1
525,1.8334931528198208e-06,1.0908813230208685e-05,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,3.6669863056396416e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,2.181762646041737e-06,0.001453488372093,1
525,0.000507877603331,0.0005628947626787,0.001453488372093,1
525,9.167465764099103e-06,0.0008879773969389,0.0072674418604651,1
525,0.0,3.2726439690626056e-05,0.002906976744186,1
525,0.0,8.727050584166948e-06,0.001453488372093,1
525,7.333972611279283e-06,2.181762646041737e-06,0.001453488372093,1
525,0.0,0.0001854498249135,0.005813953488372,1
525,1.8334931528198208e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0,9.163403113375296e-05,0.001453488372093,1
525,0.0,3.708996498270953e-05,0.001453488372093,1
525,0.0102345587790402,0.0114935256193478,0.001453488372093,1
525,0.0,1.9635863814375638e-05,0.001453488372093,1
525,1.8334931528198208e-06,4.363525292083474e-06,0.001453488372093,1
525,0.0006068862335833,0.0005650765253248,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,4.363525292083474e-06,0.001453488372093,1
525,0.0,5.672582879708517e-05,,1
525,0.0,6.981640467333558e-05,,1
525,0.0,7.199816731937733e-05,,1
525,0.0,7.854345525750254e-05,,1
525,0.0,8.072521790354427e-05,,1
525,0.0,8.508874319562774e-05,,1
525,0.0,9.38157937797947e-05,,1
525,0.0,0.0001003610817179,,1
525,0.0,0.0001025428443639,,1
525,0.0,0.000106906369656,,1
525,0.0,0.0001134516575941,,1
525,0.0,0.0001243604708243,,1
525,0.0,0.0001374510467006,,1
525,0.0,0.0001483598599308,,1
525,0.0,0.0001723592490372,,1
525,0.0,0.0002225397898962,,1
525,0.0,0.0002705385681091,,1
525,1.8334931528198208e-06,3.490820233666779e-05,,1
525,1.8334931528198208e-06,3.708996498270953e-05,,1
525,1.8334931528198208e-06,4.145349027479301e-05,,1
525,1.8334931528198208e-06,4.363525292083474e-05,,1
525,1.8334931528198208e-06,4.7998778212918216e-05,,1
525,1.8334931528198208e-06,6.108935408916864e-05,,1
525,1.8334931528198208e-06,6.327111673521038e-05,,1
525,1.8334931528198208e-06,6.763464202729385e-05,,1
525,1.8334931528198208e-06,8.727050584166948e-05,,1
525,1.8334931528198208e-06,9.163403113375296e-05,,1
525,1.8334931528198208e-06,9.599755642583645e-05,,1
525,1.8334931528198208e-06,0.0001221787081783,,1
525,1.8334931528198208e-06,0.0001527233852229,,1
525,1.8334931528198208e-06,0.0002334486031264,,1
525,3.6669863056396416e-06,4.363525292083474e-05,,1
525,3.6669863056396416e-06,5.2362303505001694e-05,,1
525,3.6669863056396416e-06,6.763464202729385e-05,,1
525,3.6669863056396416e-06,9.163403113375296e-05,,1
525,3.6669863056396416e-06,0.0001374510467006,,1
525,3.6669863056396416e-06,0.0005585312373866,,1
525,3.6669863056396416e-06,0.0010647001712683,,1
525,5.500479458459463e-06,3.2726439690626056e-05,,1
525,5.500479458459463e-06,3.490820233666779e-05,,1
525,5.500479458459463e-06,4.7998778212918216e-05,,1
525,5.500479458459463e-06,5.018054085895995e-05,,1
525,5.500479458459463e-06,5.2362303505001694e-05,,1
525,5.500479458459463e-06,5.454406615104343e-05,,1
525,5.500479458459463e-06,8.727050584166948e-05,,1
525,7.333972611279283e-06,3.2726439690626056e-05,,1
525,7.333972611279283e-06,4.145349027479301e-05,,1
525,7.333972611279283e-06,4.363525292083474e-05,,1
525,7.333972611279283e-06,6.545287938125211e-05,,1
525,7.333972611279283e-06,0.0001221787081783,,1
525,7.333972611279283e-06,0.0001309057587625,,1
525,9.167465764099103e-06,3.708996498270953e-05,,1
525,9.167465764099103e-06,5.2362303505001694e-05,,1
525,9.167465764099103e-06,9.38157937797947e-05,,1
525,9.167465764099103e-06,0.0001527233852229,,1
525,9.167465764099103e-06,0.0025788434476213,,1
525,1.1000958916918926e-05,3.054467704458432e-05,,1
525,1.1000958916918926e-05,4.145349027479301e-05,,1
525,1.1000958916918926e-05,4.363525292083474e-05,,1
525,1.2834452069738746e-05,4.145349027479301e-05,,1
525,1.2834452069738746e-05,5.018054085895995e-05,,1
525,1.2834452069738746e-05,6.545287938125211e-05,,1
525,1.2834452069738746e-05,9.599755642583645e-05,,1
525,1.2834452069738746e-05,0.000109088132302,,1
525,1.4667945222558566e-05,4.363525292083474e-05,,1
525,1.4667945222558566e-05,5.018054085895995e-05,,1
525,1.4667945222558566e-05,5.2362303505001694e-05,,1
525,1.6501438375378387e-05,3.708996498270953e-05,,1
525,1.6501438375378387e-05,4.581701556687648e-05,,1
525,1.6501438375378387e-05,4.7998778212918216e-05,,1
525,1.6501438375378387e-05,5.672582879708517e-05,,1
525,1.6501438375378387e-05,0.0001396328093466,,1
525,1.6501438375378387e-05,0.000157086910515,,1
525,1.8334931528198207e-05,0.0001679957237452,,1
525,2.0168424681018027e-05,3.2726439690626056e-05,,1
525,2.0168424681018027e-05,3.927172762875127e-05,,1
525,2.0168424681018027e-05,4.363525292083474e-05,,1
525,2.0168424681018027e-05,4.581701556687648e-05,,1
525,2.0168424681018027e-05,4.7998778212918216e-05,,1
525,2.0168424681018027e-05,5.018054085895995e-05,,1
525,2.0168424681018027e-05,5.454406615104343e-05,,1
525,2.0168424681018027e-05,6.545287938125211e-05,,1
525,2.0168424681018027e-05,0.0001265422334704,,1
525,2.200191783383785e-05,3.708996498270953e-05,,1
525,2.200191783383785e-05,4.581701556687648e-05,,1
525,2.200191783383785e-05,5.454406615104343e-05,,1
525,2.200191783383785e-05,9.38157937797947e-05,,1
525,2.200191783383785e-05,0.00010472460701,,1
525,2.383541098665767e-05,3.927172762875127e-05,,1
525,2.383541098665767e-05,4.145349027479301e-05,,1
525,2.383541098665767e-05,4.363525292083474e-05,,1
525,2.383541098665767e-05,4.7998778212918216e-05,,1
525,2.383541098665767e-05,5.672582879708517e-05,,1
525,2.383541098665767e-05,0.000109088132302,,1
525,2.566890413947749e-05,3.708996498270953e-05,,1
525,2.566890413947749e-05,3.927172762875127e-05,,1
525,2.566890413947749e-05,4.581701556687648e-05,,1
525,2.566890413947749e-05,5.2362303505001694e-05,,1
525,2.566890413947749e-05,5.454406615104343e-05,,1
525,2.566890413947749e-05,5.672582879708517e-05,,1
525,2.566890413947749e-05,5.89075914431269e-05,,1
525,2.7502397292297312e-05,5.018054085895995e-05,,1
525,2.7502397292297312e-05,5.2362303505001694e-05,,1
525,2.9335890445117133e-05,2.181762646041737e-06,,1
525,2.9335890445117133e-05,4.363525292083474e-05,,1
525,2.9335890445117133e-05,4.581701556687648e-05,,1
525,2.9335890445117133e-05,4.7998778212918216e-05,,1
525,2.9335890445117133e-05,5.89075914431269e-05,,1
525,2.9335890445117133e-05,6.108935408916864e-05,,1
525,2.9335890445117133e-05,6.545287938125211e-05,,1
525,2.9335890445117133e-05,6.763464202729385e-05,,1
525,2.9335890445117133e-05,7.63616926114608e-05,,1
525,2.9335890445117133e-05,7.854345525750254e-05,,1
525,2.9335890445117133e-05,0.0001309057587625,,1
525,3.116938359793696e-05,5.454406615104343e-05,,1
525,3.116938359793696e-05,5.672582879708517e-05,,1
525,3.116938359793696e-05,5.89075914431269e-05,,1
525,3.116938359793696e-05,6.108935408916864e-05,,1
525,3.300287675075677e-05,4.363525292083474e-06,,1
525,3.300287675075677e-05,4.145349027479301e-05,,1
525,3.300287675075677e-05,4.581701556687648e-05,,1
525,3.300287675075677e-05,4.7998778212918216e-05,,1
525,3.300287675075677e-05,5.2362303505001694e-05,,1
525,3.300287675075677e-05,6.545287938125211e-05,,1
525,3.300287675075677e-05,8.072521790354427e-05,,1
525,3.300287675075677e-05,0.0001330875214085,,1
525,3.48363699035766e-05,0.0,,1
525,3.48363699035766e-05,2.181762646041737e-06,,1
525,3.48363699035766e-05,8.727050584166948e-06,,1
525,3.48363699035766e-05,3.054467704458432e-05,,1
525,3.48363699035766e-05,3.927172762875127e-05,,1
525,3.48363699035766e-05,4.581701556687648e-05,,1
525,3.48363699035766e-05,5.018054085895995e-05,,1
525,3.48363699035766e-05,6.545287938125211e-05,,1
525,3.48363699035766e-05,7.199816731937733e-05,,1
525,3.6669863056396414e-05,2.181762646041737e-06,,1
525,3.6669863056396414e-05,3.927172762875127e-05,,1
525,3.6669863056396414e-05,4.7998778212918216e-05,,1
525,3.6669863056396414e-05,5.018054085895995e-05,,1
525,3.6669863056396414e-05,5.454406615104343e-05,,1
525,3.6669863056396414e-05,6.327111673521038e-05,,1
525,3.6669863056396414e-05,7.417992996541907e-05,,1
525,3.6669863056396414e-05,8.290698054958601e-05,,1
525,3.6669863056396414e-05,0.000161450435807,,1
525,3.850335620921624e-05,0.0,,1
525,3.850335620921624e-05,2.181762646041737e-06,,1
525,3.850335620921624e-05,8.727050584166948e-06,,1
525,3.850335620921624e-05,1.3090575876250423e-05,,1
525,3.850335620921624e-05,3.708996498270953e-05,,1
525,3.850335620921624e-05,4.7998778212918216e-05,,1
525,3.850335620921624e-05,5.672582879708517e-05,,1
525,3.850335620921624e-05,5.89075914431269e-05,,1
525,3.850335620921624e-05,6.763464202729385e-05,,1
525,3.850335620921624e-05,9.599755642583645e-05,,1
525,3.850335620921624e-05,0.0001156334202402,,1
525,4.0336849362036055e-05,0.0,,1
525,4.0336849362036055e-05,8.727050584166948e-06,,1
525,4.0336849362036055e-05,1.527233852229216e-05,,1
525,4.0336849362036055e-05,1.9635863814375638e-05,,1
525,4.0336849362036055e-05,3.054467704458432e-05,,1
525,4.0336849362036055e-05,5.018054085895995e-05,,1
525,4.0336849362036055e-05,5.89075914431269e-05,,1
525,4.0336849362036055e-05,6.545287938125211e-05,,1
525,4.0336849362036055e-05,7.854345525750254e-05,,1
525,4.0336849362036055e-05,9.38157937797947e-05,,1
525,4.217034251485588e-05,4.363525292083474e-06,,1
525,4.217034251485588e-05,6.545287938125212e-06,,1
525,4.217034251485588e-05,8.727050584166948e-06,,1
525,4.217034251485588e-05,1.7454101168333896e-05,,1
525,4.217034251485588e-05,2.8362914398542585e-05,,1
525,4.217034251485588e-05,3.054467704458432e-05,,1
525,4.217034251485588e-05,3.708996498270953e-05,,1
525,4.217034251485588e-05,3.927172762875127e-05,,1
525,4.217034251485588e-05,4.363525292083474e-05,,1
525,4.217034251485588e-05,6.763464202729385e-05,,1
525,4.217034251485588e-05,6.981640467333558e-05,,1
525,4.40038356676757e-05,0.0,,1
525,4.40038356676757e-05,1.7454101168333896e-05,,1
525,4.40038356676757e-05,2.3999389106459108e-05,,1
525,4.40038356676757e-05,5.672582879708517e-05,,1
525,4.40038356676757e-05,5.89075914431269e-05,,1
525,4.40038356676757e-05,6.108935408916864e-05,,1
525,4.40038356676757e-05,6.545287938125211e-05,,1
525,4.40038356676757e-05,7.199816731937733e-05,,1
525,4.40038356676757e-05,8.072521790354427e-05,,1
525,4.583732882049552e-05,4.363525292083474e-06,,1
525,4.583732882049552e-05,1.0908813230208685e-05,,1
525,4.583732882049552e-05,1.7454101168333896e-05,,1
525,4.583732882049552e-05,1.9635863814375638e-05,,1
525,4.583732882049552e-05,3.2726439690626056e-05,,1
525,4.583732882049552e-05,3.490820233666779e-05,,1
525,4.583732882049552e-05,3.708996498270953e-05,,1
525,4.583732882049552e-05,4.145349027479301e-05,,1
525,4.583732882049552e-05,4.7998778212918216e-05,,1
525,4.583732882049552e-05,5.89075914431269e-05,,1
525,4.583732882049552e-05,6.108935408916864e-05,,1
525,4.583732882049552e-05,6.545287938125211e-05,,1
525,4.583732882049552e-05,7.199816731937733e-05,,1
525,4.583732882049552e-05,7.417992996541907e-05,,1
525,4.583732882049552e-05,7.63616926114608e-05,,1
525,4.583732882049552e-05,7.854345525750254e-05,,1
525,4.767082197331534e-05,1.3090575876250423e-05,,1
525,4.767082197331534e-05,1.7454101168333896e-05,,1
525,4.767082197331534e-05,1.9635863814375638e-05,,1
525,4.767082197331534e-05,2.3999389106459108e-05,,1
525,4.767082197331534e-05,3.054467704458432e-05,,1
525,4.767082197331534e-05,3.490820233666779e-05,,1
525,4.767082197331534e-05,3.927172762875127e-05,,1
525,4.767082197331534e-05,4.363525292083474e-05,,1
525,4.767082197331534e-05,4.581701556687648e-05,,1
525,4.767082197331534e-05,4.7998778212918216e-05,,1
525,4.767082197331534e-05,5.018054085895995e-05,,1
525,4.767082197331534e-05,6.981640467333558e-05,,1
525,4.767082197331534e-05,7.63616926114608e-05,,1
525,4.767082197331534e-05,8.508874319562774e-05,,1
525,4.767082197331534e-05,8.727050584166948e-05,,1
525,4.950431512613516e-05,8.727050584166948e-06,,1
525,4.950431512613516e-05,1.0908813230208685e-05,,1
525,4.950431512613516e-05,1.3090575876250423e-05,,1
525,4.950431512613516e-05,1.9635863814375638e-05,,1
525,4.950431512613516e-05,2.3999389106459108e-05,,1
525,4.950431512613516e-05,3.054467704458432e-05,,1
525,4.950431512613516e-05,3.2726439690626056e-05,,1
525,4.950431512613516e-05,3.708996498270953e-05,,1
525,4.950431512613516e-05,3.927172762875127e-05,,1
525,4.950431512613516e-05,4.581701556687648e-05,,1
525,4.950431512613516e-05,5.018054085895995e-05,,1
525,4.950431512613516e-05,6.327111673521038e-05,,1
525,4.950431512613516e-05,7.63616926114608e-05,,1
525,4.950431512613516e-05,9.817931907187815e-05,,1
525,5.133780827895498e-05,1.0908813230208685e-05,,1
525,5.133780827895498e-05,1.3090575876250423e-05,,1
525,5.133780827895498e-05,1.527233852229216e-05,,1
525,5.133780827895498e-05,1.7454101168333896e-05,,1
525,5.133780827895498e-05,1.9635863814375638e-05,,1
525,5.133780827895498e-05,3.490820233666779e-05,,1
525,5.133780827895498e-05,3.927172762875127e-05,,1
525,5.133780827895498e-05,4.363525292083474e-05,,1
525,5.133780827895498e-05,4.581701556687648e-05,,1
525,5.133780827895498e-05,5.018054085895995e-05,,1
525,5.133780827895498e-05,5.2362303505001694e-05,,1
525,5.133780827895498e-05,5.454406615104343e-05,,1
525,5.133780827895498e-05,6.981640467333558e-05,,1
525,5.31713014317748e-05,2.181762646041737e-06,,1
525,5.31713014317748e-05,6.545287938125212e-06,,1
525,5.31713014317748e-05,2.6181151752500847e-05,,1
525,5.31713014317748e-05,3.054467704458432e-05,,1
525,5.31713014317748e-05,3.2726439690626056e-05,,1
525,5.31713014317748e-05,3.490820233666779e-05,,1
525,5.31713014317748e-05,3.927172762875127e-05,,1
525,5.31713014317748e-05,4.581701556687648e-05,,1
525,5.31713014317748e-05,5.454406615104343e-05,,1
525,5.31713014317748e-05,6.327111673521038e-05,,1
525,5.5004794584594624e-05,1.7454101168333896e-05,,1
525,5.5004794584594624e-05,2.6181151752500847e-05,,1
525,5.5004794584594624e-05,2.8362914398542585e-05,,1
525,5.5004794584594624e-05,3.490820233666779e-05,,1
525,5.5004794584594624e-05,3.708996498270953e-05,,1
525,5.5004794584594624e-05,4.363525292083474e-05,,1
525,5.5004794584594624e-05,5.018054085895995e-05,,1
525,5.5004794584594624e-05,5.454406615104343e-05,,1
525,5.5004794584594624e-05,5.672582879708517e-05,,1
525,5.5004794584594624e-05,7.199816731937733e-05,,1
525,5.5004794584594624e-05,8.945226848771123e-05,,1
525,5.683828773741444e-05,6.545287938125212e-06,,1
525,5.683828773741444e-05,1.9635863814375638e-05,,1
525,5.683828773741444e-05,2.8362914398542585e-05,,1
525,5.683828773741444e-05,4.363525292083474e-05,,1
525,5.683828773741444e-05,4.7998778212918216e-05,,1
525,5.683828773741444e-05,5.2362303505001694e-05,,1
525,5.683828773741444e-05,6.108935408916864e-05,,1
525,5.683828773741444e-05,7.417992996541907e-05,,1
525,5.683828773741444e-05,8.072521790354427e-05,,1
525,5.8671780890234265e-05,4.363525292083474e-06,,1
525,5.8671780890234265e-05,1.7454101168333896e-05,,1
525,5.8671780890234265e-05,2.8362914398542585e-05,,1
525,5.8671780890234265e-05,3.2726439690626056e-05,,1
525,5.8671780890234265e-05,3.490820233666779e-05,,1
525,5.8671780890234265e-05,3.708996498270953e-05,,1
525,5.8671780890234265e-05,4.145349027479301e-05,,1
525,5.8671780890234265e-05,6.108935408916864e-05,,1
525,5.8671780890234265e-05,6.763464202729385e-05,,1
525,5.8671780890234265e-05,8.072521790354427e-05,,1
525,5.8671780890234265e-05,0.0001003610817179,,1
525,5.8671780890234265e-05,0.0005825306264931,,1
525,6.050527404305409e-05,0.0,,1
525,6.050527404305409e-05,1.9635863814375638e-05,,1
525,6.050527404305409e-05,2.181762646041737e-05,,1
