pubid,e01_pfreq,e03_pfreq,count,type
673,0.000164088,0.000139056,1,all
673,0.000167542,0.000131832,1,all
673,0.000167542,0.000139056,1,all
673,0.000170997,0.000173369,1,all
673,0.000174451,0.000130027,1,all
673,0.000176178,0.000119191,1,all
673,0.000179633,0.000265471,1,all
673,0.000183087,0.000164339,1,all
673,0.000183087,0.000176981,1,all
673,0.000184814,0.000303395,1,all
673,0.000186542,0.000214905,1,all
673,0.000186542,0.000216711,1,all
673,0.000191723,0.000200458,1,all
673,0.000193451,0.000256441,1,all
673,0.000195178,0.000254635,1,all
673,0.000196905,0.000189622,1,all
673,0.000196905,0.000238382,1,all
673,0.00020036,0.00034132,1,all
673,0.000205541,0.000279918,1,all
673,0.000210723,0.000232964,1,all
673,0.000210723,0.000319649,1,all
673,0.00021245,0.000223935,1,all
673,0.000214178,0.000261859,1,all
673,0.000217632,0.000173369,1,all
673,0.000217632,0.000209487,1,all
673,0.000221086,0.000337708,1,all
673,0.000221086,0.000491211,1,all
673,0.000222814,0.000330484,1,all
673,0.000224541,0.000117385,1,all
673,0.000226268,0.000375632,1,all
673,0.00023145,0.000227546,1,all
673,0.000234904,0.000222129,1,all
673,0.000243541,0.000227546,1,all
673,0.000255631,0.000279918,1,all
673,0.000255631,0.000364797,1,all
673,0.000259086,0.000299783,1,all
673,0.00028154,0.000274501,1,all
673,0.000291903,0.000386468,1,all
673,0.000314357,0.00028353,1,all
673,0.000319539,0.000364797,1,all
673,0.000341993,0.000431616,1,all
673,0.000354084,0.000453287,1,all
673,0.000357538,0.000377438,1,all
673,0.000360993,0.000388274,1,all
673,0.000388629,0.000373826,1,all
673,0.000388629,0.000568866,1,all
673,0.000402446,0.000644715,1,all
673,0.00041281,0.000503853,1,all
673,0.000480172,0.000614014,1,all
673,0.000485354,0.000440646,1,all
673,0.000511262,0.000597761,1,all
673,0.00051299,0.00057609,1,all
673,0.000580352,0.000561643,1,all
673,0.000587261,0.000592343,1,all
673,0.000604533,0.000653745,1,all
673,0.000642533,0.000532748,1,all
673,0.00069435,0.00063388,1,all
673,0.000697804,0.000639297,1,all
673,0.000721985,0.000586925,1,all
673,0.000768621,0.00067361,1,all
673,0.000778984,0.000839755,1,all
673,0.000792802,0.00080183,1,all
673,0.00087571,0.000930051,1,all
673,0.000974162,0.001307489,1,all
673,0.000993162,0.001114255,1,all
673,0.001024252,0.000825308,1,all
673,0.001093342,0.001170239,1,all
673,0.001181431,0.00147544,1,all
673,0.00120043,0.001206358,1,all
673,0.001205612,0.001079943,1,all
673,0.001236702,0.001271371,1,all
673,0.001345518,0.001155792,1,all
673,0.001397336,0.0015242,1,all
673,0.001644331,0.001822178,1,all
673,0.0017946,0.002356731,1,all
673,0.002321408,0.001657839,1,all
673,0.002682401,0.002531906,1,all
673,0.002906942,0.003315677,1,all
673,0.003703198,0.00415182,1,all
673,0.011847126,0.013573329,1,all
673,0.01498379,0.019942824,1,all
673,1.73E-06,0.000539971,1,contract
673,1.73E-06,0.000272695,1,contract
673,1.00E-06,4.51E-05,1,contract
673,1.38E-05,0.003492658,1,contract
673,1.73E-06,0.000144474,1,contract
673,8.64E-06,6.14E-05,1,contract
673,1.73E-06,5.06E-05,1,contract
673,1.21E-05,0.000529136,1,contract
673,1.90E-05,0.002907538,1,contract
673,1.00E-06,0.000204069,1,contract
673,1.00E-06,4.15E-05,1,contract
673,8.64E-06,0.000449675,1,contract
673,1.00E-06,0.000110161,1,contract
673,1.00E-06,0.000279918,1,contract
673,6.91E-06,0.003591984,1,contract
673,1.73E-06,4.51E-05,1,contract
673,1.00E-06,0.000260053,1,contract
673,1.00E-06,4.15E-05,1,contract
673,1.04E-05,0.002540936,1,contract
673,1.00E-06,5.06E-05,1,contract
673,1.00E-06,9.75E-05,1,contract
673,5.18E-06,0.00081086,1,contract
673,1.73E-06,0.000352155,1,contract
673,1.73E-06,0.000101132,1,contract
673,1.00E-06,3.07E-05,1,contract
673,1.00E-06,0.000592343,1,contract
673,1.00E-06,8.13E-05,1,contract
673,1.00E-06,5.06E-05,1,contract
673,1.04E-05,0.000102938,1,contract
673,1.00E-06,4.33E-05,1,contract
673,5.18E-06,0.005768123,1,contract
673,1.73E-06,0.0004876,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.00E-06,6.14E-05,1,contract
673,5.18E-06,0.000507465,1,contract
673,1.00E-06,2.89E-05,1,contract
673,1.00E-06,4.70E-05,1,contract
673,1.73E-06,7.04E-05,1,contract
673,1.73E-06,0.001453769,1,contract
673,1.73E-06,0.000276306,1,contract
673,1.00E-06,7.77E-05,1,contract
673,1.00E-06,7.22E-05,1,contract
673,1.55E-05,7.04E-05,1,contract
673,1.73E-06,0.000180592,1,contract
673,6.91E-06,0.00154226,1,contract
673,1.73E-06,6.14E-05,1,contract
673,5.18E-06,0.001412233,1,contract
673,3.45E-06,0.00014628,1,contract
673,1.00E-06,5.42E-05,1,contract
673,1.00E-06,0.000308813,1,contract
673,1.55E-05,0.000895739,1,contract
673,1.00E-06,3.07E-05,1,contract
673,1.00E-06,5.42E-05,1,contract
673,1.00E-06,4.70E-05,1,contract
673,1.00E-06,4.15E-05,1,contract
673,1.73E-06,0.000711534,1,contract
673,1.00E-06,0.000256441,1,contract
673,3.45E-06,0.000476764,1,contract
673,1.00E-06,0.000314231,1,contract
673,1.00E-06,5.60E-05,1,contract
673,1.73E-06,7.58E-05,1,contract
673,1.04E-05,0.001932339,1,contract
673,1.73E-06,0.000464123,1,contract
673,1.00E-06,0.000205875,1,contract
673,1.00E-06,2.89E-05,1,contract
673,1.00E-06,0.000139056,1,contract
673,3.45E-06,0.000523718,1,contract
673,1.00E-06,3.79E-05,1,contract
673,3.45E-06,0.001204552,1,contract
673,1.73E-06,5.24E-05,1,contract
673,1.00E-06,3.07E-05,1,contract
673,1.00E-06,7.58E-05,1,contract
673,1.73E-06,0.000238382,1,contract
673,1.00E-06,0.000140862,1,contract
673,1.73E-06,5.24E-05,1,contract
673,1.90E-05,0.002378403,1,contract
673,1.00E-06,0.000151698,1,contract
673,8.64E-06,0.002210452,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.00E-06,8.49E-05,1,contract
673,1.73E-06,0.000130027,1,contract
673,1.55E-05,8.49E-05,1,contract
673,5.18E-06,0.000178787,1,contract
673,1.73E-06,0.000986035,1,contract
673,1.00E-06,0.000489406,1,contract
673,1.00E-06,3.79E-05,1,contract
673,1.00E-06,3.25E-05,1,contract
673,1.73E-06,0.000227546,1,contract
673,1.00E-06,2.89E-05,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.00E-06,0.000133638,1,contract
673,1.00E-06,0.000108355,1,contract
673,3.45E-06,0.000301589,1,contract
673,1.00E-06,0.000507465,1,contract
673,3.45E-06,0.00153323,1,contract
673,1.00E-06,0.000124609,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.00E-06,5.42E-05,1,contract
673,1.00E-06,0.000744041,1,contract
673,1.00E-06,3.61E-05,1,contract
673,3.45E-06,0.00013725,1,contract
673,1.00E-06,4.51E-05,1,contract
673,3.45E-06,4.51E-05,1,contract
673,1.00E-06,5.06E-05,1,contract
673,1.04E-05,6.14E-05,1,contract
673,1.00E-06,4.33E-05,1,contract
673,5.18E-06,0.000568866,1,contract
673,1.73E-06,0.00057609,1,contract
673,1.00E-06,3.25E-05,1,contract
673,1.00E-06,6.50E-05,1,contract
673,1.00E-06,0.00013725,1,contract
673,1.00E-06,8.49E-05,1,contract
673,1.73E-06,8.85E-05,1,contract
673,1.00E-06,0.000299783,1,contract
673,1.00E-06,0.00010655,1,contract
673,1.90E-05,0.000144474,1,contract
673,1.00E-06,4.33E-05,1,contract
673,3.45E-06,4.70E-05,1,contract
673,1.00E-06,8.13E-05,1,contract
673,1.00E-06,4.33E-05,1,contract
673,1.00E-06,4.88E-05,1,contract
673,1.00E-06,5.78E-05,1,contract
673,1.00E-06,5.24E-05,1,contract
673,1.00E-06,3.61E-05,1,contract
673,1.73E-06,6.68E-05,1,contract
673,1.00E-06,0.00013725,1,contract
673,1.21E-05,0.010467138,1,contract
673,1.73E-06,0.000482182,1,contract
673,1.00E-06,7.04E-05,1,contract
673,1.00E-06,4.33E-05,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.73E-06,0.000196846,1,contract
673,3.45E-06,0.000792801,1,contract
673,1.00E-06,3.43E-05,1,contract
673,6.91E-06,5.42E-05,1,contract
673,1.00E-06,3.07E-05,1,contract
673,1.00E-06,3.79E-05,1,contract
673,1.73E-06,0.000126415,1,contract
673,1.73E-06,0.000182398,1,contract
673,3.45E-06,0.000325066,1,contract
673,1.00E-06,0.000133638,1,contract
673,1.00E-06,4.70E-05,1,contract
673,3.45E-06,0.000655551,1,contract
673,1.73E-06,0.000279918,1,contract
673,3.45E-06,0.000924633,1,contract
673,1.00E-06,0.000744041,1,contract
673,1.00E-06,0.000814472,1,contract
673,3.45E-06,0.000325066,1,contract
673,5.18E-06,7.58E-05,1,contract
673,1.04E-05,0.0004876,1,contract
673,1.00E-06,5.78E-05,1,contract
673,1.73E-06,7.22E-05,1,contract
673,3.45E-06,4.15E-05,1,contract
673,1.00E-06,2.89E-05,1,contract
673,1.00E-06,3.07E-05,1,contract
673,1.73E-06,0.003629908,1,contract
673,3.45E-05,0.001424874,1,contract
673,1.73E-06,0.000196846,1,contract
673,1.00E-06,5.78E-05,1,contract
673,1.00E-06,8.31E-05,1,contract
673,1.00E-06,3.25E-05,1,contract
673,1.00E-06,6.68E-05,1,contract
673,1.00E-06,4.15E-05,1,contract
673,1.00E-06,3.79E-05,1,contract
673,1.00E-06,2.89E-05,1,contract
673,1.00E-06,0.000288948,1,contract
673,1.73E-06,0.001899833,1,contract
673,6.91E-06,0.000335902,1,contract
673,1.00E-06,0.00033229,1,contract
673,1.73E-06,0.000413557,1,contract
673,1.00E-06,3.43E-05,1,contract
673,1.00E-06,0.000558031,1,contract
673,1.73E-05,0.001168433,1,contract
673,1.73E-06,3.43E-05,1,contract
673,1.73E-06,0.000209487,1,contract
673,1.00E-06,8.85E-05,1,contract
673,1.00E-06,0.000294366,1,contract
673,1.00E-06,3.97E-05,1,contract
673,1.00E-06,0.000157115,1,contract
673,1.73E-06,0.000588731,1,contract
673,3.45E-06,0.00525524,1,contract
673,1.00E-06,0.000350349,1,contract
673,1.73E-06,0.000180592,1,contract
673,1.00E-06,5.96E-05,1,contract
673,1.00E-06,0.000193234,1,contract
673,1.73E-06,0.000204069,1,contract
673,1.00E-06,0.000483988,1,contract
673,1.38E-05,0.000922827,1,contract
673,1.73E-06,0.000176981,1,contract
673,1.00E-06,5.42E-05,1,contract
673,6.91E-06,5.06E-05,1,contract
673,1.00E-06,4.33E-05,1,contract
673,1.73E-06,4.33E-05,1,contract
673,1.00E-06,0.000176981,1,contract
673,6.91E-06,5.24E-05,1,contract
673,1.00E-06,3.43E-05,1,contract
673,2.07E-05,9.93E-05,1,contract
673,1.73E-06,6.86E-05,1,contract
673,1.00E-06,3.43E-05,1,contract
673,3.45E-06,0.000251024,1,contract
673,1.00E-06,0.000108355,1,contract
673,0.000120907,0.000521912,1,contract
673,3.80E-05,1.00E-06,1,expand
673,3.63E-05,1.00E-06,1,expand
673,3.11E-05,1.00E-06,1,expand
673,6.91E-05,1.26E-05,1,expand
673,3.28E-05,1.00E-06,1,expand
